place,dataset,year,score,rank,isopen,exists,digital,public,online,free,machinereadable,bulk,openlicense,uptodate,url,format,licenseurl,dateavailable,officialtitle,publisher,timestamp,submitters,reviewers,details
eg,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.mof.gov.eg/MOFGallerySource/Arabic/budget2013-2014/Financial_statement13-14.pdf,PDF,None,2013,None,None,2013-10-01T11:39:04.707Z,"[u'Tarek Amr', u'Rayna St']","[u'Rayna Stamboliyska', u'Rayna St', u'Riyadh Al-Balushi']","The Egyptian financial year starts in the beginning of July each year, thus this is the budget for the period between 1 July 2013 and 30 June 2014. This data was extracted from the PDF file above (published by the Egyptian Ministry of Finance here) and is available on GitHub: http://datahub.io/dataset/egypt-budget-summary-2013-2014
The original data (in the PDF) as well as all publications and data are property of the Ministry of Finance."
sk,emissions,2013,45,29,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.shmu.sk/sk/?page=1&id=oko_imis,HTML,None,None,None,None,2013-09-30T18:00:36.714Z,Peter Hanecak,Jano Suchal,"Data is reported via web portal, no data export available. Readings are updated hourly, historical data is available few days back.There is copyright notice at the bottom => ""no"" whether open license applies."
us,companies,2013,5,54,False,Y,N,N,N,N,N,N,N,N,None,None,None,1996,None,None,23/02/2013 09:59:29,"[u'Rufus Pollock', u'Tracey P. Lauriault', u'Neal Bastek', u'Jeanne Holm']","[u'Mor Rubinstein', u'Laura James', u'Katelyn Rogers', u'Tracey P. Lauriault', u'Kaitlin Devine']","In the US, corporate registration happens at the state level. The timeliness, availability, and licensing of this data varies among all 50 states. There is no federal dataset that contains all corporate registrations. It would be possible to create a unified open registry for all US corporations (even if only via aggregation from state ones) but this does not exist at this time"
hu,map,2013,35,38,False,Y,Y,Y,Y,Y,N,N,N,?,http://loczy.mfgi.hu/flexviewer/atlasz200/,None,None,None,None,None,2013-10-22T15:49:38.131Z,Mor Rubinstein,"[u'Julia Keser\u0171', u'Sander van der Waal']",More information on mapping in Hungary here: http://lazarus.elte.hu/gb/hunkarta/ica11/hungary2011.pdf
ke,legislation,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.kenyalaw.org:8181/exist/kenyalex/index.xql,"XML, PDF, Word",None,None,None,None,13/06/2013 15:13:38,"[u'Mor Rubinstein', u'Oleg Lavrovsky', u'David Lemayian', u'Emmy Chirchir', u'Muchiri Nyaggah']","[u'Mor Rubinstein', u'Christian Villum', u'Emmy Chirchir']",The primary format is XML. Acts and other pieces of legislation can be downloaded for free in different formats including PDF and DOC. Another viable and good source is the Kenya Parliament website: http://www.parliament.go.ke/ in pdf formats too.
pl,map,2013,60,21,False,Y,Y,Y,Y,Y,Y,?,?,Y,http://openstreetmap.org.pl/,None,None,None,None,None,2013-10-02T08:56:16.883Z,Gosia Klimowicz,None,Opensource street map.
br,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,https://appweb.antt.gov.br/sgp/src.br.gov.antt/apresentacao/consultas/Transp.aspx,.asp database,None,None,None,None,13/06/2013 18:06:15,"[u'Augusto Herrmann', u'Daniela Mattern']",Daniela Mattern,"ANTT theoretically offers timetable data for interstatual bus lines. In order to access the data, users have to fill out a form and can only consult one connection at a time. In Brazil there is no significant public transport on a national level by train. The answers are related to bus transport."
sa,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.mof.gov.sa/English/DownloadsCenter/Budget/Statement%20by%20the%20Ministry%20of%20Finance%202013%20Final.pdf,PDF,None,None,None,None,2013-10-15T14:09:51.488Z,Graeme Jones,Graeme Jones,None
es,budget,2013,55,26,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://www.sepg.pap.minhap.gob.es/sitios/sepg/es-ES/Presupuestos/pge2013/Paginas/pge2013.aspx,None,None,None,None,None,23/02/2013 20:29:25,"[u'David Cabo', u'Jos\xe9 F\xe9lix Onta\xf1\xf3n']","[u'Mor Rubinstein', u'Alicia Garc\xeda-Garc\xeda']",None
au,statistics,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.abs.gov.au/ausstats/abs@.nsf/mf/3101.0,xls,None,18/12/2010,None,None,17/04/2012 14:06:52,"[u'Alex Sadleir', u'Alexander Sadleir']",Alex Sadleir,"All data, paid and publicly accessible online, from statistical organisation is Creative Commons licenced."
hu,spending,2013,0,38,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-22T14:55:59.344Z,Anna Orosz,"[u'Julia Keser\u0171', u'Sander van der Waal']","Although not detailed to transaction level, I did find higher level budget reports: http://www.kormany.hu/hu/nemzetgazdasagi-miniszterium/allamhaztartasert-felelos-allamtitkarsag/hirek/koltsegvetesi-beszamolo"
ke,budget,2013,35,53,False,Y,Y,Y,Y,Y,N,N,?,N,http://treasury.go.ke/index.php/resource-center/cat_view/79-budget-,PDF,None,2008,None,None,2013-10-01T17:17:14.568Z,"[u'Ahmed', u'David Lemayian', u'Emmy Chirchir', u'Anonymous']","[u'Mor Rubinstein', u'Christian Villum', u'Emmy Chirchir']","Data also exists on the Kenya Open Data (KODI) portal, with more details (sector, county) but this is not updated. We chose the most significant data sources going forward and trackable as far back as possible. The ministries have changed with the new dispensation and the budget datasets on KODI are not only outdated but span only two financial years."
np,emissions,2013,0,51,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-01T12:17:54.572Z,"[u'Nikesh Balami', u'Prakash Neupane']","[u'Kshitiz Khanal', u'Prakash Neupane']",I don't found the information regarding it in government website.
au,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.railaustralia.com.au/faresTimetables.php,HTML,None,None,None,None,18/04/2012 15:09:43,"[u'Rufus Pollock', u'Alex Sadleir', u'Alexander Sadleir']","[u'Laura James', u'Alex Sadleir', u'Rufus Pollock']","Australia is somewhat limited in the presence of *national* transport as most public transport operates at the city or state level (An overview of the situation at the city level can be found via http://www.citygoround.org/agencies/au/?public=all which indicates that availability and open licencing varies substantially across states/transit authorities) - and much national transport is privately provided - for example buses via Greyhound Australia (see http://www.greyhound.com.au/).
Looking at rail where there is an interstate system, similar to the UK, Australia has a nationally supported rail system in which the actual service is provided by private operators (but track is publicly owned and maintained). Similar to the UK, there are therefore good public interest grounds for the government to require provision of timetable data. Focusing on rail then there is no consolidated database of timetable information - instead you are directed off to each rail companies website where you must do your own lookup using a classic HTML interface. As such it is clear the data exists and is online but is not machine-readable, not in bulk and based on the notice on various websites not open (for example, Transport West Australia's train website has a classic fully restrictive copyright notice at http://www.transwa.wa.gov.au/Default.aspx?tabid=113)"
ie,emissions,2013,70,8,False,Y,Y,Y,Y,Y,Y,Y,N,Y,https://www.epa.ie/air/quality/data/,None,None,None,None,None,22/02/2013 08:55:10,"[u'Denis Parfenov', u'Tracey Lauriault']","[u'Tracey P. Lauriault', u'Denis Parfenov', u'Tracey Lauriault']","Linda Deegan, Environmental Queries Unit, Environmental Protection Agency (16 Oct 2013): ""I refer to your query in regard to the terms of use of licences on the data we share at the Environmental Protection Agency (EPA). I confirm that the EPA is happy to provide members of public with data and that all data is available freely for download from the site. However, general terms of use does not permit the distribution of data to a third party for commercial benefit as it has been made freely available. It should also be noted that the EPA should be acknowledged as the source, where data is used by an organisation/individual in any hardcopy reproductions or in an instance where the data is referenced. Please see link to Data Disclaimer Download. http://erc.epa.ie/safer/information/dataDisclaimer.jsp However, there is data on our website which we share or is the direct property of other organisations which have particular conditions of use. I set out hereunder a number of these below but there may be others and they will have conditions of use included. EPA Envision Base Mapping All base mapping on the EPA Envision site (http://gis.epa.ie/Envision/) is the direct property of the Ordnance Survey Ireland (OSI) and, as such, an appropriate licence would need to be obtained directly from OSI should you wish to use any of their base mapping displayed. Under the terms of licence that we, the EPA, have with OSI, you are permitted to make one map for inclusion within a report directly from the Envision website, with copyright notice visible. Generalised Rivers and Lakes data The freely available Generalised Rivers and Lakes dataset is not available for commercial use. The dataset is the property of Ordnance Survey Ireland and a licence would need to be obtained from them directly for commercial use of data. To clarify:
• You can use the ‘Generalised Data’ from the Ordnance Survey Ireland, which is licenced for a period of 9 months. This is a free set of data, given in shapefile format. You can access this data immediately by clicking on the Download link below. Ordnance Survey Ireland regulations stipulate that you delete this data after a period of 9 months.
• If you require more detailed data than that in the ‘Generalised Data’ you will need to contact Digital Sales in Ordnance Survey Ireland (http://www.osi.ie/) and obtain a licence for the OSI Discovery Series Vector Water Lines dataset (inclusive of Rivers and Lakes). There is a fee for this, however, I do not know what it is.
• When you have obtained this licence number, please get in touch again and we can grant you access to the Secure Download section of the EPA Ireland Geo-portal (at http://gis.epa.ie/). You can then obtain the data required. Ordnance Survey Ireland: http://www.osi.ie Copyright: http://www.osi.ie/Services/Copyright.aspx Contact Us: http://www.osi.ie/Contact-Us.aspx National Soils and Sub-soils data · With respect to the purchase/licence of the National Soils and Sub-Soils data please note that the text below outlines the conditions of usage. This dataset is jointly owned by Teagasc and The EPA: o The EPA cannot commercially charge for access or provision of this data, it has been made freely available for download from the Envision Geoportal (http://gis.epa.ie/DataDownload.aspx) o The end user cannot charge for access or provision of this data to third party clients o The end user may charge for work resulting from the use of this data, but explicitly not for the data Corine data · Corine data cannot be used for commercial use, you receive the data for non-commercial use only, please note that the text below outlines the conditions of usage. These datasets are owned by the EPA and the EEA: o The EPA agrees to provide the applicant with the relevant dataset and grants the applicant permission to use the dataset subject to the following conditions and the attached disclaimer: § The applicant agrees not to give access to, or provide copies of the dataset, or any part thereof, to others, either in the format as provided by the Competent Authority directly, or as adapted. Others wishing to obtain the data should apply on a separate form. § The applicant also agrees not to re-sell the dataset, in whole or in part. § The applicant agrees, upon receiving the product(s): · to provide the EPA with details of the individual or organisation using the product(s) and the responsible persons in charge; · to report to the EPA on any findings related to the product(s) received (errors, omissions) and assist the EPA in improving the respective products; · to report to the EPA on all applications developed based on the data provided and supply complete information and relevant materials produced on this basis to the EPA; · to acknowledge the data source in all related publications or other dissemination media as the EPA; · to submit to the EPA any request for distribution of National CORINE product(s) addressed to them and inform the potential users that the EPA is the responsible body in charge with the commercial dissemination of the National CORINE products; · to refrain from any actions/activities affecting the full exercise of the ownership rights and of the copy rights by the EPA in relation to the National CORINE products. o The applicant agrees to inform the EPA of any intended change of use in advance o The applicant agrees to return the datasets to the EPA and to delete them from all storage media when their use for the stated purposes no longer applies. We, the EPA, we are happy for you to use both datasets internally, as long as the EPA (and the EEA for Corine or Teagasc for Soils and Subsoils) are acknowledged as the source."" Based on this, OPENLY LICENSED: NO"
gb,emissions,2013,90,5,False,Y,Y,Y,Y,Y,Y,N,Y,Y,http://uk-air.defra.gov.uk/,"CSV, HTML, RSS",None,None,None,None,10/5/2012 15:28:20,"[u'Owen Boswarva', u'Daniela Mattern', u'Mor Rubinstein', u'Andrew Stott']","[u'Fred Saunderson', u'Katelyn Rogers', u'Daniela Mattern', u'Andrew Stott']","Realtime and recent historical data about *observed* levels of air pollutants and particulates at 128 automatic observing stations across the UK are at http://uk-air.defra.gov.uk. Pollutants covered include Ozone, Nitric oxide, Nitrogen dioxide, Nitrogen oxides as nitrogen dioxide, Sulphur dioxide, Carbon monoxide, PM10 particulate matter, Non-volatile PM10, Volatile PM10, PM2.5 particulate matter, Non-volatile PM2.5, and Volatile PM2.5. All this data is under the Open Government Licence. An RSS feed of latest data is available at http://uk-air.defra.gov.uk/rss/current_site_levels.xml , although this points to HTML pages such as http://uk-air.defra.gov.uk/data/site-data?f_site_id=ACTH&view=last_hour . The Data Selector http://uk-air.defra.gov.uk/data/data_selector allows a custom table to be constructed and either viewed or sent to the requestor as a CSV file. However there is a limit on the extent of the query (one test-drive for the Census gave ""The selection you requested will return 1176 rows of data in 770 columns. This exceeds our limit of 256 columns.""). This meets the Census requirement, apart from bulk download. In addition national estimates of annual *emissions* of 36 air pollutants from 1971-2011 are downloadable in CSV format under the Open Government Licence from http://naei.defra.gov.uk/data/data-selector, but again this is in the form of a table-builder and it does not seem possible to download all the data in bulk. Further public environmental data for the UK is maintained by several public bodies (mainly the Environment Agency for England and Wales, the Scottish Environmental Protection Agency, the Northern Ireland Environment Agency, plus Defra and DECC). Broadly speaking, data on major sources of pollutants is readily available via Government websites and public mapping applications. Some complete datasets are available as open data, notably from Defra: https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs/series/air-quality-and-emissions-statistics. Some environmental data is subject to additional licensing arrangements - see for instance http://www.geostore.com/environment-agency/WebStore?xml=environment-agency/xml/ogcDataDownload.xml"
fr,map,2013,70,14,False,Y,Y,Y,N,Y,?,?,Y,Y,http://www.data.gouv.fr/donnees/view/Fonds-de-carte-IGN-France-et-r%C3%A9gions-571459,None,None,None,None,None,2012-12-27T17:09:22.083Z,"[u'Simon', u'Daniela Mattern', u'OKF France']","[u'Pierre Chrzanowski', u'Daniela Mattern']",None
us,elections,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.fec.gov/pubrec/electionresults.shtml,"XLS, PDF",None,None,None,None,6/7/2012 15:24:38,"[u'Rufus Pollock', u'Andy Steinitz', u'Rebecca Williams - XFB', u'Tracey P. Lauriault']","[u'Tracey P. Lauriault', u'Laura James', u'Katelyn Rogers', u'Rufus Pollock']","Data prior to 2004 is not machine readable although recent results are; marked as ""machine readable"" as this is the present data and direction of travel. Numbers are for ""primary, runoff and general election results for the U.S. Senate, the U.S. House of Representatives and, when applicable, U.S. President."" They are ""obtained from each state’s election office and other official sources."" Raw data for the 2000, 2004, and 2008, 2012 Presidential General Elections are also available through the National Atlas."
cy,timetables,2013,0,52,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-06T20:35:37.371Z,"[u'Andreas', u'Anonymous']","[u'Rufus Pollock', u'Andreas P']","No real public transport system, and what does exist (intercity buses) is found through private websites, not government ones."
sk,budget,2013,45,34,False,Y,Y,Y,Y,Y,?,N,N,Y,http://www.rozpocet.sk/,"HTML, XLS",None,None,None,None,2013-09-30T17:31:38.289Z,Peter Hanecak,Jano Suchal,"Data is available in a form of ""interactive portal"". XLS export is available for some data (but sometimes fetches tables without numbers) so ""machine readable"" was filled ""unsure"". License is not clearly stated and there is copyright notice in the footer of the web page so ""no"" is filled."
ie,statistics,2013,70,16,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.cso.ie/en/census/,CSV,None,None,None,None,22/02/2013 08:50:11,"[u'Denis Parfenov', u'Tracey Lauriault']","[u'Tracey P. Lauriault', u'Denis Parfenov', u'Tracey Lauriault']","National census data are fully available. Based on the discussions on the [od-discuss@lists.okfn.org] list, it has been decided that the Irish PSI license is NOT an 'open license'."
eg,companies,2013,0,58,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-07T13:41:30.259Z,"[u'Tarek Amr', u'Mor Rubinstein']","[u'Rayna Stamboliyska', u'Mor Rubinstein', u'Riyadh Al-Balushi']",None
eg,elections,2013,60,29,False,Y,Y,Y,Y,Y,Y,N,N,Y,https://www.elections.eg/,"HTML, Excel, CSV",None,None,None,None,2013-10-06T11:25:06.828Z,Tarek Amr,"[u'Rayna Stamboliyska', u'Riyadh Al-Balushi']",Older election results are available in separate subdomains accessible from a dropdown list on the upper left hand corner of the website. All data is licensed under restrictive terms (data belongs to the Higher Electoral Commission).
hr,statistics,2013,45,43,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.dzs.hr/,pdf,None,None,None,None,18/04/2012 17:45:46,"[u'Laura James', u'Drazen Hoffmann', u'Marko Rakar']","[u'Ivo Babaja', u'Laura James', u'Stevan Gostoji\u0107']","Regarding up-to date status of data, the documents are available, but some are very slow processed.
The census data from 2011. is still (last quarter of 2013.) being processed, and is only partly published."
es,companies,2013,20,46,False,Y,Y,Y,Y,N,N,?,N,?,http://www.rmc.es/Sociedades.aspx,PDF,None,1/1/1990,None,None,24/02/2013 19:50:59,"[u'Jos\xe9 F\xe9lix Onta\xf1\xf3n', u'alberto abella']","[u'Adri\xe0 Mercader', u'Alicia Garc\xeda-Garc\xeda', u'Mor Rubinstein', u'Sander van der Waal']","Reviewer comment: It's online and public, even though you have to register and pay for access to the data, which makes it not free and not openly licensed."
br,statistics,2013,60,27,False,Y,Y,Y,Y,Y,Y,N,N,Y,http://www.sidra.ibge.gov.br/,.csv/.tsv,None,2009,None,None,7/1/2013 13:38:07,"[u'Augusto Herrmann', u'Daniela Mattern']",Daniela Mattern,Since 2009 the Brazilian Federal Institute for Geography and Statistics realizes regular research about economic activity on a monthly base. Data is available for different economic activities and per state. Every ten years the institute realizes a demographic census.
bm,spending,2013,10,19,False,Y,Y,?,N,?,N,N,N,N,None,None,None,None,None,None,2013-10-09T14:43:46.139Z,"[u'Graeme Jones', u'Tryggvi Bj\xf6rgvinsson', u'Andrew Simons']","[u'Mor Rubinstein', u'Graeme Jones', u'Christian Villum']",None
ru,postcodes,2013,10,43,False,Y,Y,N,N,N,N,N,N,N,http://www.russianpost.ru/rp/servise/ru/home/postuslug/searchops1#resultancor,"HTML, DBF, XML",None,None,None,None,10/6/2013 11:25:00,"[u'Ivan Begtin', u'Maxim Dubinin']",Ivan Begtin,"A database of postcodes/zipcodes and a corresponding geospatial locations in terms of a latitude and a longitude (or similar co-ordinates in an openly published national co-ordinate system). DOES NOT EXIST You can only get a list of postcodes, no geospatial information. At the same time we now that by url http://www.russianpost.ru/rp/servise/ru/home/postuslug/searchops1#resultancor we could find a web form using that we could find postcode by address.
So we know that address data exists but it is not publicly available"
kr,statistics,2013,45,43,False,Y,Y,Y,Y,N,Y,N,N,Y,http://kosis.kr,"xls, csv,xml, sdmx",None,None,None,None,20/09/2012 08:25:13,Young-Je Lim,"홍영택 (yeongtaek, Hong)","Name: Korea Statistical Information
Coverage: Population/Household, Employment/Labor/Wage, Price/Household Income And Expenditure, Health/Society/Welfare, Environment, Agriculture, Forestry And Fishery, Mining And Manufacturing Industry/Energy, Construction/Housing/Land, Transportation/Information And Communication, Wholesale and Retail Trade/Service Industry, National Accounts/Regional Accounts/National Wealth, Finance/Banking/Insurance, Trade/Foreign Exchange/Balance Of Payments"
se,emissions,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://data.naturvardsverket.se/DataSet/Details/4,"Excel, oData",None,1/2/2013,None,None,10/6/2013 21:23:57,"[u'Asmen G\xfcl', u'Peter Krantz', u'Ulrika Domell\xf6f Mattsson']","[u'Laura James', u'Niels Erik Kaaber Rasmussen', u'Christian Villum']",Air quality data on CC-zero licence
bg,legislation,2013,60,16,False,Y,Y,Y,Y,Y,Y,Y,N,N,http://parliament.bg/bg/bills,"PDF, RTF",None,2004,None,None,11/5/2012 8:03:39,"[u'Peio Popov', u'Boyan Yurukov']","[u'Rayna St', u'Boyan Yurukov', u'Sander van der Waal']","The complete legislation is available mostly via ( free web interface) to proprietary legal information systems.
The State gazette provides pdfs (and some htmls) to the newly promulgated and amended laws and state ordinances
The laws are not subject to copyright in Bulgaria."
br,spending,2013,80,5,True,Y,Y,Y,?,?,Y,Y,Y,Y,http://www.transparencia.gov.br,None,None,2004-11,None,None,26/11/2012 17:38:32,"[u'Tryggvi Bj\xf6rgvinsson', u'Felipe G. Nievinski', u'S\xe9rgio', u'Daniela Mattern', u'Erick Muzart Fonseca dos Santos']","[u'Mor Rubinstein', u'Everton Alvarenga', u'Daniela Mattern']",None
pt,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.dgo.pt/politicaorcamental/Paginas/OEpagina.aspx?Ano=2012&TipoOE=Or%C3%A7amento%20Estado%20Aprovado&TipoDocumentos=Lei%20/%20Mapas%20Lei%20/%20Relat%C3%B3rio,PDF,None,1/1/1836,None,None,27/08/2012 11:26:47,"[u'Ana Carvalho', u'Nuno Moniz']","[u'Olaf Veerman', u'Ricardo Lafuente']","The complete budget is available in a series of PDF's, from 1836 on."
pt,postcodes,2013,90,8,False,Y,Y,?,?,Y,Y,Y,Y,Y,http://www.ctt.pt/feapl_2/app/open/tools.jspx?tool=1,"CSV also arcview, kml, pdf",None,None,None,None,2013-10-20T19:50:14.307Z,"[u'Ana Carvalho', u'David Ramalho']","[u'Laura James', u'Gustavo', u'Ricardo Lafuente']","The Portuguese postcodes/zipcodes data is made available by CTT at http://www.ctt.pt/feapl_2/app/open/postalCodeSearch/postalCodeSearch.jspx

CTT was the Portuguese national public mail service until 9th September 2014. Since this date it became a private company and there is no other public portal where the same data is made publicly available."
ch,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.sbb.ch/en/timetable.html,None,None,None,None,None,2013-09-30T09:31:15.478Z,"[u'Nicolas Martignoni', u'Oleg Lavrovsky', u'Matthias Hofer', u'Anonymous']","[u'Nicolas Martignoni', u'Oleg Lavrovsky', u'Daniela Mattern']","Public transportation in Switzerland is run by a private company, with government regulation (see http://www.admin.ch/opc/fr/classified-compilation/19983388/index.html, in french). An unofficial open transport API with travel timetables has been built and is supported by volunteers in the local Open Data movement: http://transport.opendata.ch - this data is not from the government, nor is officially supported by any Swiss transport agency."
sa,companies,2013,45,16,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.sagia.gov.sa,structured HTML,None,None,None,None,2013-10-15T14:34:32.700Z,None,None,None
rs,budget,2013,55,26,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://www.parlament.gov.rs/upload/documents/3472-12%20Lat.pdf,PDF,None,12/4/2012,None,None,2013-09-30T09:41:29.381Z,"[u'Stevan Gostoji\u0107', u'Bojana D\u017eulovi\u0107']","[u'Bojana Dzulovic', u'Sander van der Waal']",License non-open.
tn,budget,2013,35,53,False,Y,Y,Y,Y,Y,N,N,N,?,http://www.finances.gov.tn/index.php?option=com_jdownloads&view=viewcategory&catid=1&Itemid=712&lang=fr,PDF,None,2013,None,None,2013-10-02T17:29:30.535Z,"[u'Rayna Stamboliyska', u'Hatem', u'Katelyn Rogers', u'Amin Khechine']","[u'Rayna Stamboliyska', u'Rayna St', u'Amin Khechine']","Data partially available. 2012 budget published but not 2013 one.

In the official ""opendata"" tunisian website, they mention that the license is open
http://www.data.gov.tn/fr/index.php?option=com_content&view=article&id=177&Itemid=191"
